Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_22_length_12612_cov_2.735526	Caudovirales	100	Podoviridae	100
NODE_22_length_17048_cov_4.761372	Caudovirales	100	Myoviridae	50
NODE_22_length_23860_cov_5.129553	Caudovirales	100	Siphoviridae	72.72727273
NODE_22_length_25354_cov_3.861378	Caudovirales	100	Podoviridae	42.85714286
NODE_22_length_41227_cov_3.669387	Caudovirales	100	Siphoviridae	93.75
NODE_22_length_45867_cov_5.463743	Caudovirales	50	Siphoviridae	88.88888889
NODE_22_length_48188_cov_5.126254	Caudovirales	42.85714286	Myoviridae	42.85714286
NODE_22_length_58543_cov_58.812423	Caudovirales	50	Siphoviridae	59.09090909
NODE_22_length_61496_cov_10.163685	Caudovirales	50	Myoviridae	48.64864865
NODE_220_length_2551_cov_2.220753	Caudovirales	100	Podoviridae	100
NODE_220_length_3463_cov_2.978580	Caudovirales	100	Siphoviridae	75
NODE_220_length_4434_cov_2.174926	Caudovirales	100	Siphoviridae	100
NODE_220_length_4467_cov_2.941070	Caudovirales	100	Unassigned	NA
NODE_220_length_5404_cov_2.353524	Caudovirales	50	Siphoviridae	66.66666667
NODE_220_length_5933_cov_2.624702	Caudovirales	100	Unassigned	NA
NODE_220_length_7158_cov_4.856962	Caudovirales	100	Siphoviridae	66.66666667
NODE_221_length_2538_cov_1.585985	Caudovirales	100	Unassigned	NA
NODE_221_length_2571_cov_2.250795	Caudovirales	100	Siphoviridae	100
NODE_221_length_4409_cov_2.067294	Caudovirales	100	Myoviridae	100
NODE_221_length_5002_cov_4.656762	Caudovirales	100	Siphoviridae	100
NODE_221_length_5865_cov_2.846644	Caudovirales	100	Siphoviridae	66.66666667
NODE_221_length_7156_cov_628.429939	Caudovirales	100	Unassigned	100
NODE_221_length_9818_cov_35.693639	Caudovirales	100	Unassigned	NA
NODE_222_length_2863_cov_1.915242	Caudovirales	100	Siphoviridae	75
NODE_222_length_4972_cov_2.650600	Caudovirales	100	Siphoviridae	50
NODE_222_length_9740_cov_4.272999	Caudovirales	50	Siphoviridae	50
NODE_222_length_9931_cov_3.211017	Caudovirales	100	Myoviridae	50
NODE_223_length_3428_cov_2.040024	Caudovirales	100	Myoviridae	100
NODE_223_length_4323_cov_1.928538	Caudovirales	100	Unassigned	NA
NODE_223_length_4969_cov_1093.896418	no_order_Microviridae	100	Microviridae	100
NODE_223_length_5337_cov_2.247255	Caudovirales	100	Siphoviridae	100
NODE_223_length_5831_cov_2.708622	Caudovirales	100	Unassigned	100
NODE_223_length_7028_cov_2.398537	Caudovirales	100	Myoviridae	50
NODE_223_length_9605_cov_5.773508	Caudovirales	100	Siphoviridae	83.33333333
NODE_224_length_2605_cov_2.986275	Caudovirales	100	Podoviridae	100
NODE_224_length_2842_cov_1.694295	Caudovirales	100	Unassigned	NA
NODE_224_length_4294_cov_2.002123	Caudovirales	100	Unassigned	NA
NODE_224_length_4401_cov_2.070410	Caudovirales	100	Unassigned	NA
NODE_224_length_5809_cov_1.969760	Caudovirales	100	Siphoviridae	100
NODE_224_length_6977_cov_2.107483	Caudovirales	100	Siphoviridae	100
NODE_224_length_8285_cov_5.757108	Caudovirales	100	Siphoviridae	100
NODE_224_length_9881_cov_9.537350	Caudovirales	100	Siphoviridae	100
NODE_225_length_3121_cov_2.325506	Caudovirales	100	Unassigned	NA
NODE_225_length_5319_cov_3.810980	Caudovirales	50	Siphoviridae	50
NODE_225_length_5778_cov_2.593570	Caudovirales	100	Myoviridae	100
NODE_225_length_5780_cov_2.777293	Caudovirales	100	Siphoviridae	75
NODE_226_length_3121_cov_1.496738	Caudovirales	100	Siphoviridae	100
NODE_226_length_4384_cov_2.513514	Caudovirales	100	Siphoviridae	100
NODE_226_length_6035_cov_3.146321	Caudovirales	100	Unassigned	NA
NODE_226_length_8272_cov_3.200925	Caudovirales	100	Myoviridae	100
NODE_226_length_9489_cov_3.326691	no_order_Phycodnaviridae	66.66666667	Phycodnaviridae	66.66666667
NODE_226_length_9632_cov_5.025373	Caudovirales	100	Unassigned	NA
NODE_227_length_2813_cov_3.083031	Caudovirales	100	Siphoviridae	100
NODE_227_length_4230_cov_2.046467	Caudovirales	100	Siphoviridae	100
NODE_227_length_4559_cov_2.313499	Caudovirales	100	Unassigned	NA
NODE_227_length_4900_cov_2.145924	Caudovirales	100	Siphoviridae	100
NODE_227_length_5281_cov_2.501148	Caudovirales	100	Siphoviridae	100
NODE_227_length_5722_cov_4.719075	Caudovirales	50	Siphoviridae	66.66666667
NODE_227_length_8194_cov_4.566163	Caudovirales	100	Siphoviridae	50
NODE_227_length_9598_cov_3.270041	Caudovirales	50	Myoviridae	75
NODE_228_length_2522_cov_1.971220	Caudovirales	100	Myoviridae	100
NODE_228_length_3240_cov_1.446154	Caudovirales	100	Siphoviridae	100
NODE_228_length_4190_cov_2.387183	Caudovirales	100	Siphoviridae	66.66666667
NODE_228_length_4328_cov_2.420080	Caudovirales	100	Myoviridae	50
NODE_228_length_4556_cov_3.802933	Caudovirales	100	Unassigned	NA
NODE_228_length_5277_cov_15.499043	no_order_Microviridae	100	Microviridae	100
NODE_228_length_9415_cov_3.425855	Caudovirales	100	Siphoviridae	75
NODE_228_length_9464_cov_3.063131	Caudovirales	50	Siphoviridae	50
NODE_229_length_2575_cov_2.584921	Caudovirales	100	Siphoviridae	100
NODE_229_length_3107_cov_2.217562	Caudovirales	100	Myoviridae	50
NODE_229_length_3371_cov_2.642642	Caudovirales	100	Siphoviridae	66.66666667
NODE_229_length_4488_cov_1.866456	Caudovirales	100	Unassigned	NA
NODE_229_length_4860_cov_1129.205619	no_order_Microviridae	100	Microviridae	100
NODE_229_length_5193_cov_2.311989	Caudovirales	50	Siphoviridae	66.66666667
NODE_229_length_5716_cov_2.036566	Caudovirales	100	Unassigned	NA
NODE_229_length_6006_cov_2.716686	Caudovirales	50	Unassigned	NA
NODE_229_length_8083_cov_2.715620	Caudovirales	100	Unassigned	NA
NODE_229_length_9402_cov_2.595913	Caudovirales	100	Myoviridae	100
NODE_229_length_9413_cov_6.831695	Caudovirales	100	Siphoviridae	83.33333333
NODE_23_length_13697_cov_92.457338	Caudovirales	50	Siphoviridae	60
NODE_23_length_22286_cov_4.358508	Caudovirales	100	Podoviridae	44.44444444
NODE_23_length_23686_cov_92.462655	Caudovirales	100	Unassigned	NA
NODE_23_length_32292_cov_5.397959	Caudovirales	100	Siphoviridae	80
NODE_23_length_41170_cov_4.365414	Caudovirales	50	Siphoviridae	53.84615385
NODE_23_length_41397_cov_28.250593	Caudovirales	100	Siphoviridae	62.5
NODE_23_length_46505_cov_8.013886	Caudovirales	50	Siphoviridae	69.23076923
NODE_23_length_51572_cov_6.297145	Caudovirales	100	Myoviridae	50
NODE_23_length_52152_cov_8.571204	Caudovirales	100	Siphoviridae	69.56521739
NODE_23_length_54485_cov_5.203913	Caudovirales	45.45454545	Myoviridae	33.33333333
NODE_23_length_57177_cov_114.389377	Caudovirales	100	Siphoviridae	88.57142857
NODE_230_length_6654_cov_3.891196	Caudovirales	100	Siphoviridae	100
NODE_231_length_4133_cov_1.991908	Caudovirales	100	Unassigned	NA
NODE_231_length_4464_cov_2.665457	Caudovirales	100	Siphoviridae	100
NODE_231_length_6616_cov_4.081542	Caudovirales	100	Siphoviridae	100
NODE_232_length_4770_cov_2.090350	Caudovirales	100	Unassigned	NA
NODE_232_length_5084_cov_53965.325313	no_order_Microviridae	100	Microviridae	100
NODE_232_length_6546_cov_2.194115	Caudovirales	100	Podoviridae	100
NODE_233_length_3329_cov_1.922114	Caudovirales	100	Unassigned	NA
NODE_233_length_4255_cov_1.932143	Caudovirales	100	Siphoviridae	100
NODE_233_length_4760_cov_2.556217	Caudovirales	100	Myoviridae	100
NODE_233_length_6541_cov_3.358156	Caudovirales	100	Siphoviridae	100
NODE_233_length_7963_cov_3.238113	Caudovirales	100	Myoviridae	50
NODE_233_length_9055_cov_3.838333	Caudovirales	100	Siphoviridae	66.66666667
NODE_234_length_4173_cov_2.293589	Caudovirales	100	Siphoviridae	66.66666667
NODE_234_length_7950_cov_4.293857	Caudovirales	50	Siphoviridae	66.66666667
NODE_234_length_9211_cov_4.311708	Caudovirales	100	Siphoviridae	100
NODE_235_length_2714_cov_14.510342	Caudovirales	100	Siphoviridae	100
NODE_235_length_4169_cov_2.339329	Caudovirales	100	Podoviridae	50
NODE_235_length_4428_cov_2.770409	Caudovirales	100	Myoviridae	50
NODE_235_length_4709_cov_2.029652	Caudovirales	100	Myoviridae	100
NODE_235_length_4949_cov_4.047405	Caudovirales	100	Unassigned	NA
NODE_235_length_5514_cov_1351.351346	no_order_Microviridae	100	Microviridae	100
NODE_235_length_5556_cov_134.878749	no_order_Microviridae	100	Microviridae	100
NODE_235_length_5890_cov_3.641302	Caudovirales	100	Myoviridae	50
NODE_235_length_6459_cov_3.618364	Caudovirales	100	Siphoviridae	100
NODE_236_length_5488_cov_2.417449	Caudovirales	100	Myoviridae	100
NODE_236_length_5519_cov_2.381955	Caudovirales	100	Siphoviridae	66.66666667
NODE_236_length_5886_cov_2.716344	Caudovirales	100	Siphoviridae	100
NODE_237_length_4106_cov_7.733152	Caudovirales	100	Unassigned	NA
NODE_237_length_7928_cov_3.539439	Caudovirales	100	Siphoviridae	66.66666667
NODE_238_length_4301_cov_1.936175	Caudovirales	100	Siphoviridae	50
NODE_238_length_4641_cov_2.758177	Caudovirales	100	Siphoviridae	100
NODE_238_length_9075_cov_3.129490	Caudovirales	50	Siphoviridae	66.66666667
NODE_239_length_2650_cov_1.870135	Caudovirales	100	Unassigned	NA
NODE_239_length_5374_cov_2.880617	Caudovirales	100	Unassigned	NA
NODE_239_length_6414_cov_2.138544	Caudovirales	100	Myoviridae	50
NODE_239_length_8971_cov_2.905227	Caudovirales	100	Podoviridae	100
NODE_239_length_9056_cov_30.479169	Caudovirales	100	Siphoviridae	100
NODE_24_length_10438_cov_2.925937	Caudovirales	100	Siphoviridae	100
NODE_24_length_13114_cov_2.833754	Caudovirales	100	Siphoviridae	60
NODE_24_length_14570_cov_3.385050	Caudovirales	100	Siphoviridae	75
NODE_24_length_23158_cov_237.273255	Caudovirales	100	Unassigned	100
NODE_24_length_24275_cov_4.469488	Caudovirales	100	Siphoviridae	85.71428571
NODE_24_length_31545_cov_5.801683	Caudovirales	100	Siphoviridae	72.22222222
NODE_24_length_39433_cov_10.753847	Caudovirales	100	Siphoviridae	60
NODE_24_length_41128_cov_5.105933	Caudovirales	50	Myoviridae	48.64864865
NODE_24_length_43860_cov_6.177765	Caudovirales	100	Siphoviridae	61.53846154
NODE_24_length_47733_cov_200.310583	Caudovirales	100	Siphoviridae	70
NODE_24_length_47834_cov_6.052743	Caudovirales	41.17647059	Myoviridae	33.33333333
NODE_24_length_50596_cov_1234.024079	Caudovirales	100	Myoviridae	48.57142857
NODE_24_length_51894_cov_5.786281	Caudovirales	50	Siphoviridae	66.66666667
NODE_240_length_4820_cov_3.250157	Caudovirales	100	Siphoviridae	100
NODE_240_length_5420_cov_2.229637	Caudovirales	100	Unassigned	100
NODE_240_length_8939_cov_2.251801	Caudovirales	100	Siphoviridae	100
NODE_241_length_2642_cov_1.566293	Caudovirales	100	Myoviridae	100
NODE_241_length_4249_cov_2.435622	Caudovirales	100	Siphoviridae	66.66666667
NODE_241_length_4801_cov_17.272019	Caudovirales	100	Siphoviridae	100
NODE_241_length_8899_cov_3.696857	Caudovirales	100	Podoviridae	66.66666667
NODE_242_length_4026_cov_2.118862	Caudovirales	100	Unassigned	NA
NODE_242_length_5418_cov_2.630244	Caudovirales	100	Unassigned	NA
NODE_242_length_6264_cov_3.377678	Caudovirales	100	Unassigned	NA
NODE_243_length_2607_cov_16.986677	Caudovirales	100	Siphoviridae	100
NODE_243_length_3210_cov_1.776545	Caudovirales	100	Myoviridae	100
NODE_243_length_4000_cov_2.158175	Caudovirales	100	Siphoviridae	100
NODE_243_length_5277_cov_12.775565	no_order_Microviridae	100	Microviridae	100
NODE_243_length_5798_cov_2.719833	Caudovirales	100	Unassigned	NA
NODE_243_length_6237_cov_1.862342	Caudovirales	50	Siphoviridae	40
NODE_243_length_8888_cov_3.558247	Caudovirales	100	Siphoviridae	60
NODE_244_length_3204_cov_1.697047	Caudovirales	100	Siphoviridae	100
NODE_244_length_3973_cov_4.573762	Caudovirales	100	Siphoviridae	66.66666667
NODE_244_length_4520_cov_2.858903	Caudovirales	100	Unassigned	NA
NODE_244_length_5259_cov_2.699846	Caudovirales	100	Siphoviridae	100
NODE_244_length_5751_cov_2.980864	Caudovirales	100	Siphoviridae	100
NODE_244_length_7498_cov_3.710869	Caudovirales	100	Siphoviridae	100
NODE_245_length_2591_cov_2.457808	Caudovirales	100	Unassigned	NA
NODE_245_length_4755_cov_2.889149	Caudovirales	100	Unassigned	NA
NODE_245_length_5216_cov_4.272815	Caudovirales	100	Unassigned	NA
NODE_245_length_5369_cov_2.184795	Caudovirales	100	Siphoviridae	66.66666667
NODE_245_length_5751_cov_2.284937	Caudovirales	100	Unassigned	NA
NODE_246_length_2588_cov_1.876826	Caudovirales	100	Siphoviridae	100
NODE_246_length_4079_cov_78.277336	Caudovirales	100	Myoviridae	50
NODE_246_length_5214_cov_4.537701	Caudovirales	100	Unassigned	NA
NODE_246_length_5318_cov_1.766863	Caudovirales	100	Siphoviridae	100
NODE_246_length_6133_cov_2.064001	Caudovirales	100	Myoviridae	50
NODE_247_length_2878_cov_2.070138	Caudovirales	100	Myoviridae	50
NODE_247_length_3859_cov_2.241062	Caudovirales	100	Siphoviridae	100
NODE_247_length_8583_cov_2.828213	Caudovirales	100	Siphoviridae	66.66666667
NODE_248_length_3772_cov_2.247242	Caudovirales	100	Myoviridae	50
NODE_248_length_4049_cov_2.943665	Caudovirales	100	Unassigned	100
NODE_248_length_4453_cov_2.130741	Caudovirales	100	Unassigned	NA
NODE_248_length_5669_cov_2.426078	Caudovirales	100	Unassigned	NA
NODE_248_length_7389_cov_3.131034	Caudovirales	100	Myoviridae	50
NODE_248_length_8522_cov_2.091532	Caudovirales	100	Siphoviridae	100
NODE_248_length_8550_cov_2.795762	Caudovirales	100	Myoviridae	100
NODE_249_length_3828_cov_2.098860	Caudovirales	100	Siphoviridae	75
NODE_249_length_5084_cov_78920.386956	no_order_Microviridae	100	Microviridae	100
NODE_249_length_5277_cov_379.647453	no_order_Microviridae	100	Microviridae	100
NODE_249_length_7370_cov_36.387833	Caudovirales	100	Myoviridae	50
NODE_249_length_8549_cov_2.972922	Caudovirales	100	Siphoviridae	100
NODE_25_length_10278_cov_2.660471	Caudovirales	100	Siphoviridae	60
NODE_25_length_13000_cov_4.507995	Caudovirales	100	Siphoviridae	55.55555556
NODE_25_length_14207_cov_3.518796	Caudovirales	50	Myoviridae	44.44444444
NODE_25_length_20188_cov_3.698455	Caudovirales	100	Siphoviridae	58.33333333
NODE_25_length_21201_cov_4.167171	Caudovirales	100	Siphoviridae	66.66666667
NODE_25_length_22867_cov_5.385543	Caudovirales	100	Siphoviridae	75
NODE_25_length_23219_cov_5.032896	Caudovirales	100	Siphoviridae	80
NODE_25_length_26906_cov_5.574876	Caudovirales	100	Siphoviridae	80
NODE_25_length_34235_cov_4.965535	Caudovirales	100	Siphoviridae	60
NODE_25_length_41104_cov_10.069039	Caudovirales	100	Siphoviridae	82.60869565
NODE_25_length_43849_cov_10.709458	Caudovirales	50	Podoviridae	41.93548387
NODE_25_length_47530_cov_6.449226	Caudovirales	42.85714286	Myoviridae	30
NODE_25_length_50825_cov_5.858676	Caudovirales	100	Siphoviridae	42.85714286
NODE_250_length_2967_cov_2.497253	Caudovirales	100	Unassigned	NA
NODE_250_length_6087_cov_3.228780	Caudovirales	100	Unassigned	NA
NODE_250_length_7368_cov_3.759880	Caudovirales	100	Unassigned	NA
NODE_250_length_8474_cov_5.253593	Caudovirales	100	Siphoviridae	60
NODE_251_length_3719_cov_2.007642	Caudovirales	100	Myoviridae	50
NODE_251_length_3802_cov_5.916733	Caudovirales	100	Unassigned	NA
NODE_252_length_2801_cov_1.964676	Caudovirales	100	Siphoviridae	100
NODE_252_length_3713_cov_3.109349	Caudovirales	100	Siphoviridae	100
NODE_252_length_3794_cov_3.169832	Caudovirales	100	Siphoviridae	100
NODE_252_length_4970_cov_2.185961	Caudovirales	100	Siphoviridae	100
NODE_252_length_7316_cov_40.156728	Caudovirales	100	Myoviridae	50
NODE_252_length_8342_cov_2.685894	Caudovirales	100	Myoviridae	100
NODE_252_length_8428_cov_2.725427	Caudovirales	100	Siphoviridae	100
NODE_253_length_2511_cov_3.878664	Caudovirales	100	Siphoviridae	66.66666667
NODE_253_length_2792_cov_1.560833	Caudovirales	100	Myoviridae	100
NODE_253_length_2959_cov_1.948003	Caudovirales	100	Siphoviridae	100
NODE_253_length_3912_cov_1.849365	Caudovirales	100	Myoviridae	50
NODE_253_length_4567_cov_2.623227	Caudovirales	100	Myoviridae	100
NODE_253_length_4950_cov_2.142390	Caudovirales	100	Unassigned	NA
NODE_253_length_7278_cov_13.570815	Caudovirales	100	Siphoviridae	100
NODE_253_length_8315_cov_3.707869	Caudovirales	100	Unassigned	NA
NODE_254_length_2788_cov_2.345774	Caudovirales	100	Unassigned	NA
NODE_254_length_3063_cov_16.231051	Caudovirales	100	Unassigned	NA
NODE_254_length_8271_cov_2.501461	Caudovirales	100	Siphoviridae	75
NODE_255_length_5161_cov_1.970035	Caudovirales	50	Unassigned	NA
NODE_255_length_6030_cov_2.611046	Caudovirales	100	Siphoviridae	66.66666667
NODE_255_length_7122_cov_2.989953	Caudovirales	100	Siphoviridae	66.66666667
NODE_255_length_8155_cov_4.580247	Caudovirales	100	Siphoviridae	100
NODE_255_length_8304_cov_2.907746	Caudovirales	50	Podoviridae	66.66666667
NODE_256_length_3008_cov_1.743312	Caudovirales	100	Siphoviridae	100
NODE_256_length_3601_cov_2.209532	Caudovirales	100	Siphoviridae	100
NODE_256_length_4860_cov_224.281165	no_order_Microviridae	100	Microviridae	100
NODE_256_length_6028_cov_3.454043	no_order_Phycodnaviridae	100	Phycodnaviridae	100
NODE_256_length_7088_cov_3.407934	Caudovirales	100	Myoviridae	50
NODE_257_length_2949_cov_2.246717	Caudovirales	100	Myoviridae	100
NODE_257_length_3596_cov_2.372211	Caudovirales	100	Siphoviridae	100
NODE_257_length_4272_cov_1.955419	Caudovirales	100	Myoviridae	100
NODE_258_length_2782_cov_2.013201	Caudovirales	100	Unassigned	100
NODE_258_length_3817_cov_2.199362	Caudovirales	100	Myoviridae	50
NODE_258_length_4498_cov_2.441594	Caudovirales	100	Myoviridae	50
NODE_258_length_4811_cov_671.662952	Caudovirales	100	Myoviridae	50
NODE_258_length_5087_cov_2.039149	Caudovirales	100	Siphoviridae	100
NODE_258_length_6007_cov_3.538138	Caudovirales	100	Siphoviridae	80
NODE_258_length_7058_cov_2.734114	Caudovirales	100	Siphoviridae	80
NODE_258_length_8079_cov_4.179337	Caudovirales	100	Siphoviridae	100
NODE_258_length_8221_cov_4.305045	Caudovirales	100	Siphoviridae	100
NODE_259_length_2776_cov_1.868431	Caudovirales	50	Podoviridae	66.66666667
NODE_259_length_4202_cov_2.065831	Caudovirales	100	Unassigned	NA
NODE_259_length_4810_cov_4.070452	Caudovirales	100	Siphoviridae	100
NODE_259_length_7058_cov_2.651007	Caudovirales	50	Unassigned	NA
NODE_26_length_12754_cov_2.925821	Caudovirales	100	Siphoviridae	100
NODE_26_length_23088_cov_6.935440	Caudovirales	100	Siphoviridae	81.81818182
NODE_26_length_25819_cov_4.748447	Caudovirales	100	Unassigned	NA
NODE_26_length_33164_cov_59.471171	Caudovirales	100	Siphoviridae	91.66666667
NODE_26_length_40103_cov_4.180359	Caudovirales	100	Unassigned	NA
NODE_26_length_46532_cov_8.982421	Caudovirales	100	Siphoviridae	100
NODE_26_length_47245_cov_6.702776	Caudovirales	50	Unassigned	37.5
NODE_26_length_47746_cov_5.112222	Caudovirales	100	Myoviridae	50
NODE_26_length_9721_cov_3.791951	Caudovirales	100	Unassigned	42.85714286
NODE_260_length_2749_cov_2.635486	Caudovirales	100	Unassigned	NA
NODE_260_length_2927_cov_1.906685	Caudovirales	100	Siphoviridae	66.66666667
NODE_260_length_2951_cov_1.535221	Caudovirales	100	Unassigned	NA
NODE_260_length_3590_cov_3.046110	Caudovirales	100	Siphoviridae	100
NODE_260_length_3751_cov_2.824946	Caudovirales	100	Myoviridae	100
NODE_260_length_3795_cov_1.984759	Caudovirales	100	Siphoviridae	100
NODE_260_length_4457_cov_2.815766	Caudovirales	100	Myoviridae	50
NODE_260_length_5900_cov_2.326604	Caudovirales	100	Myoviridae	50
NODE_260_length_7051_cov_4.351630	Caudovirales	100	Siphoviridae	71.42857143
NODE_260_length_8182_cov_2.906115	Caudovirales	100	Siphoviridae	66.66666667
NODE_261_length_2742_cov_2.730927	Caudovirales	100	Siphoviridae	100
NODE_261_length_3749_cov_1.811857	Caudovirales	100	Siphoviridae	100
NODE_261_length_4170_cov_2.395140	Caudovirales	100	Unassigned	NA
NODE_261_length_4447_cov_2.513206	Caudovirales	100	Podoviridae	100
NODE_261_length_5044_cov_1.580878	Caudovirales	100	Siphoviridae	66.66666667
NODE_261_length_5519_cov_2.453331	Caudovirales	100	Myoviridae	100
NODE_261_length_5874_cov_27.383915	no_order_Microviridae	100	Microviridae	100
NODE_261_length_7929_cov_2.541529	Caudovirales	100	Siphoviridae	100
NODE_262_length_2932_cov_1.353493	Caudovirales	100	Unassigned	NA
